id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-00251,cust-0251,session-00251,Instagram,camp-studio,2026-06-25,purchase,converted,ord-00251,var-sock-coral-m
lead-00252,cust-0252,session-00252,DM,camp-private,2026-08-20,purchase,converted,ord-00252,var-legging-black-m
lead-00253,cust-0253,session-00253,Instagram,camp-studio,2026-07-11,purchase,converted,ord-00253,var-short-coral-l
lead-00254,cust-0254,session-00254,Paid Social,camp-move,2026-07-14,purchase,converted,ord-00254,var-sock-ivory-m
lead-00255,cust-0255,session-00255,DM,camp-private,2026-05-22,purchase,converted,ord-00255,var-sock-coral-m
lead-00256,cust-0256,session-00256,Paid Social,camp-move,2026-06-10,purchase,converted,ord-00256,var-sock-ivory-s
lead-00257,cust-0257,session-00257,Organic,organic,2026-05-22,purchase,converted,ord-00257,var-short-coral-l
lead-00258,cust-0258,session-00258,Instagram,camp-studio,2026-04-18,purchase,converted,ord-00258,var-short-black-s
lead-00259,cust-0259,session-00259,Organic,organic,2026-06-13,browse,lost,,
lead-00260,cust-0260,session-00260,Organic,organic,2026-07-07,purchase,converted,ord-00260,var-sock-coral-s
lead-00261,cust-0261,session-00261,Instagram,camp-studio,2026-04-19,purchase,converted,ord-00261,var-sock-lilac-s
lead-00262,cust-0262,session-00262,Instagram,camp-studio,2026-08-25,browse,lost,,
lead-00263,cust-0263,session-00263,Paid Social,camp-move,2026-04-30,purchase,converted,ord-00263,var-sock-lilac-s
lead-00264,cust-0264,session-00264,Paid Social,camp-move,2026-03-22,browse,lost,,
lead-00265,cust-0265,session-00265,Organic,organic,2026-04-26,purchase,converted,ord-00265,var-sock-lilac-l
lead-00266,cust-0266,session-00266,Organic,organic,2026-04-20,purchase,converted,ord-00266,var-legging-black-m
lead-00267,cust-0267,session-00267,Instagram,camp-studio,2026-05-19,purchase,converted,ord-00267,var-sock-black-m
lead-00268,cust-0268,session-00268,Instagram,camp-studio,2025-12-20,purchase,converted,ord-00268,var-sock-ivory-s
lead-00269,cust-0269,session-00269,Instagram,camp-studio,2026-09-01,purchase,converted,ord-00269,var-top-black-l
lead-00270,cust-0270,session-00270,Instagram,camp-studio,2026-08-22,purchase,converted,ord-00270,var-sock-sage-m
lead-00271,cust-0271,session-00271,Instagram,camp-studio,2026-08-18,purchase,converted,ord-00271,var-top-rose-s
lead-00272,cust-0272,session-00272,Instagram,camp-studio,2026-04-28,purchase,converted,ord-00272,var-sock-ivory-m
lead-00273,cust-0273,session-00273,Paid Social,camp-move,2026-06-30,purchase,converted,ord-00273,var-sock-coral-m
lead-00274,cust-0274,session-00274,Instagram,camp-studio,2026-05-28,purchase,converted,ord-00274,var-sock-sage-m
lead-00275,cust-0275,session-00275,Paid Social,camp-move,2026-05-21,purchase,converted,ord-00275,var-legging-navy-s
lead-00276,cust-0276,session-00276,Paid Social,camp-move,2026-02-05,purchase,converted,ord-00276,var-legging-olive-m
lead-00277,cust-0277,session-00277,Instagram,camp-studio,2026-04-08,purchase,converted,ord-00277,var-sock-sage-m
lead-00278,cust-0278,session-00278,Instagram,camp-studio,2026-07-21,purchase,converted,ord-00278,var-sock-rose-s
lead-00279,cust-0279,session-00279,Paid Social,camp-move,2025-12-28,purchase,converted,ord-00279,var-sock-coral-s
lead-00280,cust-0280,session-00280,Instagram,camp-studio,2026-08-02,purchase,converted,ord-00280,var-top-black-m
lead-00281,cust-0281,session-00281,DM,camp-private,2026-07-19,purchase,converted,ord-00281,var-legging-black-l
lead-00282,cust-0282,session-00282,Paid Social,camp-move,2026-08-27,purchase,converted,ord-00282,var-short-coral-l
lead-00283,cust-0283,session-00283,DM,camp-private,2026-07-06,purchase,converted,ord-00283,var-sock-ivory-l
lead-00284,cust-0284,session-00284,Instagram,camp-studio,2026-09-09,purchase,converted,ord-00284,var-top-sand-s
lead-00285,cust-0285,session-00285,Instagram,camp-studio,2026-07-27,purchase,converted,ord-00285,var-legging-navy-s
lead-00286,cust-0286,session-00286,Instagram,camp-studio,2026-05-16,browse,lost,,
lead-00287,cust-0287,session-00287,Instagram,camp-studio,2026-01-27,purchase,converted,ord-00287,var-legging-black-m
lead-00288,cust-0288,session-00288,Organic,organic,2026-04-24,purchase,converted,ord-00288,var-sock-coral-l
lead-00289,cust-0289,session-00289,Organic,organic,2026-05-25,purchase,converted,ord-00289,var-sock-black-m
lead-00290,cust-0290,session-00290,Instagram,camp-studio,2026-06-30,purchase,converted,ord-00290,var-top-rose-s
lead-00291,cust-0291,session-00291,Paid Social,camp-move,2025-12-28,purchase,converted,ord-00291,var-sock-ivory-s
lead-00292,cust-0292,session-00292,Organic,organic,2026-06-30,purchase,converted,ord-00292,var-sock-coral-s
lead-00293,cust-0293,session-00293,Instagram,camp-studio,2026-08-21,purchase,converted,ord-00293,var-sock-coral-l
lead-00294,cust-0294,session-00294,Paid Social,camp-move,2026-06-25,purchase,converted,ord-00294,var-sock-rose-l
lead-00295,cust-0295,session-00295,DM,camp-private,2026-09-13,purchase,converted,ord-00295,var-sock-rose-m
lead-00296,cust-0296,session-00296,Organic,organic,2026-04-08,purchase,converted,ord-00296,var-sock-sage-s
lead-00297,cust-0297,session-00297,Paid Social,camp-move,2026-01-21,purchase,converted,ord-00297,var-short-black-m
lead-00298,cust-0298,session-00298,Instagram,camp-studio,2026-05-09,browse,lost,,
lead-00299,cust-0299,session-00299,Paid Social,camp-move,2026-09-06,browse,lost,,
lead-00300,cust-0300,session-00300,Instagram,camp-studio,2026-05-28,purchase,converted,ord-00300,var-sock-black-s
lead-00301,cust-0301,session-00301,Organic,organic,2026-06-16,purchase,converted,ord-00301,var-short-navy-s
lead-00302,cust-0302,session-00302,Organic,organic,2026-03-17,purchase,converted,ord-00302,var-sock-ivory-l
lead-00303,cust-0303,session-00303,DM,camp-private,2026-08-04,purchase,converted,ord-00303,var-top-black-m
lead-00304,cust-0304,session-00304,Instagram,camp-studio,2026-02-24,purchase,converted,ord-00304,var-legging-olive-m
lead-00305,cust-0305,session-00305,Organic,organic,2026-05-06,purchase,converted,ord-00305,var-sock-lilac-l
lead-00306,cust-0306,session-00306,DM,camp-private,2026-04-18,purchase,converted,ord-00306,var-top-rose-m
lead-00307,cust-0307,session-00307,Paid Social,camp-move,2026-09-20,purchase,converted,ord-00307,var-sock-black-s
lead-00308,cust-0308,session-00308,Organic,organic,2026-04-09,purchase,converted,ord-00308,var-sock-coral-s
lead-00309,cust-0309,session-00309,DM,camp-private,2026-05-22,purchase,converted,ord-00309,var-sock-black-l
lead-00310,cust-0310,session-00310,Instagram,camp-studio,2026-05-12,purchase,converted,ord-00310,var-short-coral-s
lead-00311,cust-0311,session-00311,Paid Social,camp-move,2026-04-19,purchase,converted,ord-00311,var-top-rose-s
lead-00312,cust-0312,session-00312,Organic,organic,2026-07-26,purchase,converted,ord-00312,var-legging-olive-l
lead-00313,cust-0313,session-00313,Paid Social,camp-move,2026-09-13,purchase,converted,ord-00313,var-top-sand-s
lead-00314,cust-0314,session-00314,Organic,organic,2026-07-03,browse,lost,,
lead-00315,cust-0315,session-00315,Instagram,camp-studio,2026-08-26,browse,lost,,
lead-00316,cust-0316,session-00316,Instagram,camp-studio,2026-08-21,purchase,converted,ord-00316,var-short-navy-m
lead-00317,cust-0317,session-00317,DM,camp-private,2026-03-04,purchase,converted,ord-00317,var-legging-olive-l
lead-00318,cust-0318,session-00318,DM,camp-private,2025-12-28,browse,lost,,
lead-00319,cust-0319,session-00319,Organic,organic,2026-05-23,purchase,converted,ord-00319,var-short-navy-l
lead-00320,cust-0320,session-00320,Instagram,camp-studio,2026-01-11,purchase,converted,ord-00320,var-sock-ivory-l
lead-00321,cust-0321,session-00321,Instagram,camp-studio,2026-08-23,purchase,converted,ord-00321,var-top-black-l
lead-00322,cust-0322,session-00322,Organic,organic,2026-07-15,purchase,converted,ord-00322,var-sock-ivory-s
lead-00323,cust-0323,session-00323,Paid Social,camp-move,2026-06-26,purchase,converted,ord-00323,var-top-black-m
lead-00324,cust-0324,session-00324,Organic,organic,2025-12-23,purchase,converted,ord-00324,var-sock-lilac-l
lead-00325,cust-0325,session-00325,Paid Social,camp-move,2026-08-12,purchase,converted,ord-00325,var-sock-rose-s
lead-00326,cust-0326,session-00326,Instagram,camp-studio,2026-09-03,purchase,converted,ord-00326,var-top-black-s
lead-00327,cust-0327,session-00327,Instagram,camp-studio,2025-10-17,purchase,converted,ord-00327,var-legging-navy-m
lead-00328,cust-0328,session-00328,Instagram,camp-studio,2026-07-18,purchase,converted,ord-00328,var-sock-ivory-m
lead-00329,cust-0329,session-00329,Organic,organic,2026-08-21,purchase,converted,ord-00329,var-short-black-m
lead-00330,cust-0330,session-00330,Organic,organic,2026-08-22,purchase,converted,ord-00330,var-sock-coral-l
lead-00331,cust-0331,session-00331,DM,camp-private,2026-06-20,purchase,converted,ord-00331,var-top-rose-m
lead-00332,cust-0332,session-00332,Organic,organic,2026-01-02,purchase,converted,ord-00332,var-sock-lilac-m
lead-00333,cust-0333,session-00333,Paid Social,camp-move,2026-06-29,purchase,converted,ord-00333,var-sock-black-l
lead-00334,cust-0334,session-00334,DM,camp-private,2026-06-09,purchase,converted,ord-00334,var-sock-sage-s
lead-00335,cust-0335,session-00335,Organic,organic,2025-11-12,purchase,converted,ord-00335,var-sock-sage-m
lead-00336,cust-0336,session-00336,Organic,organic,2025-12-26,purchase,converted,ord-00336,var-sock-ivory-l
lead-00337,cust-0337,session-00337,Instagram,camp-studio,2026-03-16,purchase,converted,ord-00337,var-sock-coral-s
lead-00338,cust-0338,session-00338,Organic,organic,2026-07-23,purchase,converted,ord-00338,var-top-rose-s
lead-00339,cust-0339,session-00339,Organic,organic,2026-09-07,purchase,converted,ord-00339,var-sock-coral-s
lead-00340,cust-0340,session-00340,Instagram,camp-studio,2026-09-02,purchase,converted,ord-00340,var-top-rose-m
lead-00341,cust-0341,session-00341,DM,camp-private,2026-09-15,purchase,converted,ord-00341,var-short-black-l
lead-00342,cust-0342,session-00342,Instagram,camp-studio,2026-04-16,purchase,converted,ord-00342,var-sock-coral-m
lead-00343,cust-0343,session-00343,Paid Social,camp-move,2026-07-12,purchase,converted,ord-00343,var-sock-coral-s
lead-00344,cust-0344,session-00344,Paid Social,camp-move,2026-07-10,purchase,converted,ord-00344,var-short-black-m
lead-00345,cust-0345,session-00345,Paid Social,camp-move,2026-06-09,purchase,converted,ord-00345,var-sock-black-m
lead-00346,cust-0346,session-00346,Paid Social,camp-move,2026-07-15,purchase,converted,ord-00346,var-sock-lilac-l
lead-00347,cust-0347,session-00347,Instagram,camp-studio,2026-08-25,purchase,converted,ord-00347,var-sock-ivory-s
lead-00348,cust-0348,session-00348,Instagram,camp-studio,2026-06-01,purchase,converted,ord-00348,var-sock-rose-s
lead-00349,cust-0349,session-00349,Instagram,camp-studio,2026-08-05,purchase,converted,ord-00349,var-sock-lilac-m
lead-00350,cust-0350,session-00350,Paid Social,camp-move,2026-05-10,purchase,converted,ord-00350,var-sock-black-m
lead-00351,cust-0351,session-00351,Paid Social,camp-move,2026-07-18,purchase,converted,ord-00351,var-sock-ivory-m
lead-00352,cust-0352,session-00352,DM,camp-private,2026-08-24,purchase,converted,ord-00352,var-short-coral-m
lead-00353,cust-0353,session-00353,Paid Social,camp-move,2026-07-17,purchase,converted,ord-00353,var-sock-coral-l
lead-00354,cust-0354,session-00354,DM,camp-private,2026-07-08,purchase,converted,ord-00354,var-legging-navy-m
lead-00355,cust-0355,session-00355,Paid Social,camp-move,2026-06-16,purchase,converted,ord-00355,var-sock-sage-l
lead-00356,cust-0356,session-00356,Instagram,camp-studio,2026-06-22,purchase,converted,ord-00356,var-sock-black-s
lead-00357,cust-0357,session-00357,Instagram,camp-studio,2026-08-31,purchase,converted,ord-00357,var-legging-navy-m
lead-00358,cust-0358,session-00358,Instagram,camp-studio,2026-02-20,purchase,converted,ord-00358,var-sock-coral-l
lead-00359,cust-0359,session-00359,Paid Social,camp-move,2026-08-30,browse,lost,,
lead-00360,cust-0360,session-00360,Instagram,camp-studio,2026-03-01,purchase,converted,ord-00360,var-sock-rose-m
lead-00361,cust-0361,session-00361,Paid Social,camp-move,2026-08-19,purchase,converted,ord-00361,var-top-black-s
lead-00362,cust-0362,session-00362,Instagram,camp-studio,2026-09-06,browse,lost,,
lead-00363,cust-0363,session-00363,Instagram,camp-studio,2026-04-12,purchase,converted,ord-00363,var-sock-ivory-m
lead-00364,cust-0364,session-00364,Instagram,camp-studio,2026-08-26,purchase,converted,ord-00364,var-sock-sage-m
lead-00365,cust-0365,session-00365,Paid Social,camp-move,2026-08-31,purchase,converted,ord-00365,var-sock-lilac-s
lead-00366,cust-0366,session-00366,Instagram,camp-studio,2026-08-18,purchase,converted,ord-00366,var-short-navy-l
lead-00367,cust-0367,session-00367,Instagram,camp-studio,2026-08-30,purchase,converted,ord-00367,var-top-black-m
lead-00368,cust-0368,session-00368,Paid Social,camp-move,2026-05-14,purchase,converted,ord-00368,var-sock-sage-l
lead-00369,cust-0369,session-00369,Instagram,camp-studio,2026-03-02,purchase,converted,ord-00369,var-top-rose-l
lead-00370,cust-0370,session-00370,Instagram,camp-studio,2025-11-14,purchase,converted,ord-00370,var-top-sand-m
lead-00371,cust-0371,session-00371,DM,camp-private,2025-10-28,purchase,converted,ord-00371,var-sock-black-l
lead-00372,cust-0372,session-00372,Paid Social,camp-move,2026-05-14,purchase,converted,ord-00372,var-sock-lilac-l
lead-00373,cust-0373,session-00373,Instagram,camp-studio,2026-08-06,purchase,converted,ord-00373,var-short-black-m
lead-00374,cust-0374,session-00374,Instagram,camp-studio,2026-07-18,purchase,converted,ord-00374,var-sock-sage-s
lead-00375,cust-0375,session-00375,Instagram,camp-studio,2026-08-26,purchase,converted,ord-00375,var-sock-coral-l
lead-00376,cust-0376,session-00376,Paid Social,camp-move,2026-07-24,purchase,converted,ord-00376,var-short-coral-l
lead-00377,cust-0377,session-00377,DM,camp-private,2026-06-24,purchase,converted,ord-00377,var-legging-black-m
lead-00378,cust-0378,session-00378,Instagram,camp-studio,2026-01-09,purchase,converted,ord-00378,var-legging-olive-m
lead-00379,cust-0379,session-00379,DM,camp-private,2026-06-08,purchase,converted,ord-00379,var-sock-sage-m
lead-00380,cust-0380,session-00380,Instagram,camp-studio,2026-03-01,purchase,converted,ord-00380,var-sock-sage-m
lead-00381,cust-0381,session-00381,DM,camp-private,2025-12-20,purchase,converted,ord-00381,var-sock-coral-l
lead-00382,cust-0382,session-00382,Instagram,camp-studio,2026-08-08,purchase,converted,ord-00382,var-short-navy-l
lead-00383,cust-0383,session-00383,Instagram,camp-studio,2026-07-21,purchase,converted,ord-00383,var-top-rose-s
lead-00384,cust-0384,session-00384,Paid Social,camp-move,2026-03-28,purchase,converted,ord-00384,var-legging-navy-m
lead-00385,cust-0385,session-00385,Paid Social,camp-move,2026-03-30,purchase,converted,ord-00385,var-short-black-m
lead-00386,cust-0386,session-00386,Instagram,camp-studio,2026-06-12,purchase,converted,ord-00386,var-sock-sage-l
lead-00387,cust-0387,session-00387,Instagram,camp-studio,2026-05-29,purchase,converted,ord-00387,var-sock-sage-l
lead-00388,cust-0388,session-00388,Instagram,camp-studio,2026-05-04,browse,lost,,
lead-00389,cust-0389,session-00389,Paid Social,camp-move,2026-06-27,purchase,converted,ord-00389,var-sock-rose-m
lead-00390,cust-0390,session-00390,Paid Social,camp-move,2026-09-17,purchase,converted,ord-00390,var-sock-ivory-l
lead-00391,cust-0391,session-00391,Instagram,camp-studio,2026-08-17,purchase,converted,ord-00391,var-legging-navy-s
lead-00392,cust-0392,session-00392,Paid Social,camp-move,2026-08-01,purchase,converted,ord-00392,var-sock-ivory-l
lead-00393,cust-0393,session-00393,DM,camp-private,2026-08-22,purchase,converted,ord-00393,var-legging-black-l
lead-00394,cust-0394,session-00394,Organic,organic,2026-06-19,purchase,converted,ord-00394,var-short-navy-l
lead-00395,cust-0395,session-00395,Instagram,camp-studio,2026-06-10,purchase,converted,ord-00395,var-sock-black-l
lead-00396,cust-0396,session-00396,DM,camp-private,2026-08-29,purchase,converted,ord-00396,var-sock-black-m
lead-00397,cust-0397,session-00397,Instagram,camp-studio,2026-07-02,purchase,converted,ord-00397,var-sock-black-s
lead-00398,cust-0398,session-00398,Paid Social,camp-move,2026-06-16,purchase,converted,ord-00398,var-sock-coral-s
lead-00399,cust-0399,session-00399,Paid Social,camp-move,2026-09-13,purchase,converted,ord-00399,var-sock-black-l
lead-00400,cust-0400,session-00400,Paid Social,camp-move,2026-06-27,purchase,converted,ord-00400,var-sock-black-s
lead-00401,cust-0353,session-00401,Paid Social,camp-move,2026-07-17,purchase,converted,ord-00401,var-sock-coral-l
lead-00402,cust-0314,session-00402,Organic,organic,2026-07-03,purchase,converted,ord-00402,var-top-rose-s
lead-00403,cust-0397,session-00403,Paid Social,camp-move,2026-09-18,purchase,converted,ord-00403,var-short-coral-l
lead-00404,cust-0359,session-00404,Instagram,camp-studio,2026-08-30,purchase,converted,ord-00404,var-short-coral-s
lead-00405,cust-0200,session-00405,Instagram,camp-studio,2026-08-13,purchase,converted,ord-00405,var-legging-black-l
